uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
repos/datasets/src/datasets/io/sql.py:SqlDatasetReader:__init__,SqlDatasetReader:__init__,method,3,12,12,182,15.17,0,0,"['self', 'sql', '""sqlalchemy.sql.Selectable""]', 'con', '""sqlalchemy.engine.Connection""', '""sqlalchemy.engine.Engine""', '""sqlite3.Connection""]', 'features', 'cache_dir', 'keep_in_memory', '**kwargs', '']","[None, ' Union[str', None, ' Union[str', None, None, None, ' Optional[Features] ', ' str ', ' bool ', None, None]","[None, None, None, None, None, None, None, ' None', ' None', ' False', None, None]",18,[],"['super', 'Sql']",2
repos/datasets/src/datasets/io/sql.py:SqlDatasetReader:read,SqlDatasetReader:read,method,8,22,17,363,16.5,0,0,['self'],[None],[None],36,[],[],0
repos/datasets/src/datasets/io/sql.py:SqlDatasetWriter:__init__,SqlDatasetWriter:__init__,method,15,33,30,268,8.12,0,2,"['self', 'dataset', 'name', 'con', '""sqlalchemy.engine.Connection""', '""sqlalchemy.engine.Engine""', '""sqlite3.Connection""]', 'batch_size', 'num_proc', '**to_sql_kwargs', '']","[None, ' Dataset', ' str', ' Union[str', None, None, None, ' Optional[int] ', ' Optional[int] ', None, None]","[None, None, None, None, None, None, None, ' None', ' None', None, None]",18,[],['ValueError'],1
repos/datasets/src/datasets/io/sql.py:SqlDatasetWriter:_batch_sql,SqlDatasetWriter:_batch_sql,method,13,33,30,342,10.36,0,0,"['self', 'args']","[None, None]","[None, None]",84,[],"['query_table', 'key=slice', 'batch.to_pandas', 'df.to_sql', 'len']",5
repos/datasets/src/datasets/io/sql.py:SqlDatasetWriter:_write,SqlDatasetWriter:_write,method,15,77,50,607,7.88,2,1,"['self', 'index', '**to_sql_kwargs']","[None, None, None]","[None, None, None]",96,"['        """"""Writes the pyarrow table as SQL to a database.\n', '\n', '        Caller is responsible for opening and closing the SQL connection.\n', '        """"""\n']","['hf_tqdm', 'range', 'len', 'self._batch_sql', 'multiprocessing.Pool', 'pool.imap']",6
repos/datasets/src/datasets/io/sql.py:SqlDatasetWriter:write,SqlDatasetWriter:write,method,6,14,11,185,13.21,0,0,['self'],[None],[None],76,[],['self._write'],1
repos/datasets/src/datasets/io/text.py:TextDatasetReader,TextDatasetReader,class,24,80,60,1091,13.64,0,2,[],[],[],9,[],[],0
repos/datasets/src/datasets/io/text.py:TextDatasetReader:__init__,TextDatasetReader:__init__,method,12,25,21,355,14.2,0,1,"['self', 'path_or_paths', 'split', 'features', 'cache_dir', 'keep_in_memory', 'streaming', 'num_proc', '**kwargs', '']","[None, ' NestedDataStructureLike[PathLike]', ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', ' bool ', ' Optional[int] ', None, None]","[None, None, ' None', ' None', ' None', ' False', ' False', ' None', None, None]",10,[],"['super', 'isinstance', 'Text']",3
repos/datasets/src/datasets/io/text.py:TextDatasetReader:read,TextDatasetReader:read,method,10,28,22,474,16.93,0,1,['self'],[None],[None],39,[],[],0
repos/datasets/src/datasets/iterable_dataset.py:_apply_feature_types_on_batch,_apply_feature_types_on_batch,function,10,23,20,296,12.87,1,1,"['batch', 'features', 'token_per_repo_id', 'Union[str', 'bool', 'None]]']","[' dict', ' Features', ' Dict[str', None, None, None]","[None, None, None, None, None, None]",1086,[],"['dict', 'len', 'features.encode_batch', 'features.decode_batch']",4
repos/datasets/src/datasets/iterable_dataset.py:_apply_feature_types_on_example,_apply_feature_types_on_example,function,9,20,17,264,13.2,1,1,"['example', 'features', 'token_per_repo_id', 'Union[str', 'bool', 'None]]']","[' dict', ' Features', ' Dict[str', None, None, None]","[None, None, None, None, None, None]",1071,[],"['dict', 'features.encode_example', 'features.decode_example']",3
repos/datasets/src/datasets/iterable_dataset.py:_batch_arrow_tables,_batch_arrow_tables,function,21,106,54,1238,11.68,2,3,"['iterable', 'pa.Table]]', 'batch_size', 'drop_last_batch', '']","[' Iterable[Tuple[Key', None, ' Optional[int]', ' bool ', None]","[None, None, None, ' False', None]",146,"['    """"""Iterate over sub-tables of size `batch_size`.\n', '\n', '    Args:\n', '        iterable (`Iterable[Tuple[Key, pa.Table]]`):\n', '            A tables iterable containing tuples (table_key, table) of type (int/str, pa.Table)\n', '        batch_size (`Optional[int]`):\n', '            Size of each sub-table to yield. If None or <= 0, yields the full table.\n', '        drop_last_batch (`bool`, defaults to `False`):\n', '            Drop the last batch if it is smaller than `batch_size`.\n', '    """"""\n']","['pa.concat_tables', 'pa_table.to_reader', 'len', 'keys_buffer.append', 'chunks_buffer.append']",5
repos/datasets/src/datasets/iterable_dataset.py:_batch_to_examples,_batch_to_examples,function,7,14,12,112,8.0,2,0,"['batch', 'list]']","[' Dict[str', None]","[None, None]",78,"['    """"""Convert a batch (dict of examples) to examples list""""""\n']","['len', 'range', 'batch.items']",3
repos/datasets/src/datasets/iterable_dataset.py:_check_column_names,_check_column_names,function,7,35,30,244,6.97,1,2,['column_names'],[' List[str]'],[None],515,"['    """"""Check the column names to make sure they don\'t contain duplicates.""""""\n']","['Counter', 'all', 'counter.values', 'ValueError']",4
repos/datasets/src/datasets/iterable_dataset.py:_concatenate_iterable_datasets,_concatenate_iterable_datasets,function,23,88,48,835,9.49,3,3,"['dsets', 'info', 'split', 'axis', '']","[' List[IterableDataset]', ' Optional[DatasetInfo] ', ' Optional[NamedSplit] ', ' int ', None]","[None, ' None', ' None', ' 0', None]",2230,"['    """"""\n', '    Converts a list of `IterableDataset` with the same schema into a single `IterableDataset`.\n', '    Missing data are filled with None values.\n', '\n', '    <Added version=""2.4.0""/>\n', '\n', '    Args:\n', '        dsets (`List[datasets.IterableDataset]`): List of Datasets to concatenate.\n', '        info (`DatasetInfo`, optional): Dataset information, like description, citation, etc.\n', '        split (`NamedSplit`, optional): Name of the dataset split.\n', '        axis (``{0, 1}``, default ``0``, meaning over rows):\n', '            Axis to concatenate over, where ``0`` means over rows (vertically) and ``1`` means over columns\n', '            (horizontally).\n', '\n', '            *New in version 1.6.0*\n', '\n', '    Example:\n', '\n', '    ```py\n', '    >>> ds3 = _concatenate_iterable_datasets([ds1, ds2])\n', '    ```\n', '    """"""\n']","['_check_if_features_can_be_aligned', '_check_column_names', 'Features', '_align_features', 'features.items', 'VerticallyConcatenatedMultiSourcesExamplesIterable', 'HorizontallyConcatenatedMultiSourcesExamplesIterable', 'DatasetInfo.from_merge', 'info.copy', 'IterableDataset']",10
repos/datasets/src/datasets/iterable_dataset.py:_convert_to_arrow,_convert_to_arrow,function,16,54,43,539,9.98,1,2,"['iterable', 'dict]]', 'batch_size', 'drop_last_batch', '']","[' Iterable[Tuple[Key', None, ' int', ' bool ', None]","[None, None, None, ' False', None]",114,"['    """"""Convert and group examples in Arrow tables of size `batch_size`.\n', '\n', '    Args:\n', '        iterable (`Iterable[Tuple[Key, dict]]`):\n', '            An examples iterable containing tuples (example_key, example) of type (int/str, dict)\n', '        batch_size (`Optional[int]`):\n', '            Size of each sub-table to yield. If None or <= 0, yields the full table.\n', '        drop_last_batch (`bool`, defaults to `False`):\n', '            Drop the last batch if it is smaller than `batch_size`.\n', '    """"""\n']","['iter', 'islice', 'list', 'len', 'zip']",5
repos/datasets/src/datasets/iterable_dataset.py:_examples_to_batch,_examples_to_batch,function,7,24,16,139,5.79,2,0,"['examples', 'Any]]']","[' List[Dict[str', None]","[None, None]",69,[],['dict'],1
repos/datasets/src/datasets/iterable_dataset.py:_infer_features_from_batch,_infer_features_from_batch,function,6,18,17,243,13.5,0,1,"['batch', 'list]', 'try_features']","[' Dict[str', None, ' Optional[Features] ']","[None, None, ' None']",59,[],"['table_cast', 'pa.schema', 'Features.from_arrow_schema']",3
repos/datasets/src/datasets/iterable_dataset.py:_interleave_iterable_datasets,_interleave_iterable_datasets,function,25,86,53,917,10.66,3,2,"['datasets', 'probabilities', 'seed', 'info', 'split', 'stopping_strategy', '""all_exhausted""] ', '']","[' List[IterableDataset]', ' Optional[List[float]] ', ' Optional[int] ', ' Optional[DatasetInfo] ', ' Optional[NamedSplit] ', ' Literal[""first_exhausted""', None, None]","[None, ' None', ' None', ' None', ' None', None, ' ""first_exhausted""', None]",2290,"['    """"""\n', '    Interleave several iterable datasets (sources) into a single iterable dataset.\n', '    The new iterable dataset alternates between the sources to yield examples.\n', '    If `probabilities = None` (default) the iterable dataset will cycles through the sources in order for each next example in the iteration.\n', '    If `probabilities` is not `None, the iterable dataset will sample a random source according to the provided probabilities for each next examples in the iteration.\n', '\n', '    <Added version=""2.4.0""/>\n', '\n', '    Args:\n', '        datasets (`List[IterableDataset]`): list of datasets to interleave\n', '        probabilities (`List[float]`, optional, default None): If specified, the new iterable dataset samples\n', '            examples from one source at a time according to these probabilities.\n', '        seed (`int`, optional, default None): The random seed used to choose a source for each example.\n', '        stopping_strategy (`str`, defaults to `first_exhausted`):\n', '            Two strategies are proposed right now.\n', '            By default, `first_exhausted` is an undersampling strategy, i.e the dataset construction is stopped as soon as one dataset has ran out of samples.\n', '            If the strategy is `all_exhausted`,  we use an oversampling strategy, i.e the dataset construction is stopped as soon as every samples of every dataset has been added at least once.\n', '            Note that if the strategy is `all_exhausted`, the interleaved dataset size can get enormous:\n', '            - with no probabilities, the resulting dataset will have max_length_datasets*nb_dataset samples.\n', '            - with given probabilities, the resulting dataset will have more samples if some datasets have really low probability of visiting.\n', '\n', '    Output:\n', '        `datasets.IterableDataset`\n', '    """"""\n']","['_check_if_features_can_be_aligned', 'Features', '_align_features', 'features.items', 'CyclingMultiSourcesExamplesIterable', 'RandomlyCyclingMultiSourcesExamplesIterable', 'DatasetInfo.from_merge', 'info.copy', 'IterableDataset']",9
repos/datasets/src/datasets/iterable_dataset.py:_maybe_add_torch_iterable_dataset_parent_class,_maybe_add_torch_iterable_dataset_parent_class,function,5,12,11,153,12.75,0,2,['cls'],[None],[None],1182,"['    """"""Add torch.utils.data.IterableDataset as a parent class if \'torch\' is available""""""\n']",[],0
repos/datasets/src/datasets/iterable_dataset.py:_rename_columns_fn,_rename_columns_fn,function,7,61,35,542,8.89,1,2,"['example', 'column_mapping', 'str]']","[' Dict', ' Dict[str', None]","[None, None, None]",38,[],"['any', 'ValueError', 'set', 'column_mapping.values', 'column_mapping.items']",5
repos/datasets/src/datasets/iterable_dataset.py:_split_by_node_iterable_dataset,_split_by_node_iterable_dataset,function,14,22,20,443,20.14,0,1,"['dataset', 'rank', 'world_size']","[' IterableDataset', ' int', ' int']","[None, None, None]",2358,"['    """"""\n', '    Split an iterable dataset for the node at rank `rank` in a pool of nodes of size `world_size`.\n', '\n', '    If the dataset has a number of shards that is a factor of `world_size` (i.e. if `dataset.n_shards % world_size == 0`),\n', '    then the shards are evenly assigned across the nodes, which is the most optimized.\n', '    Otherwise, each node keeps 1 example out of `world_size`, skipping the other examples.\n', '\n', '    Args:\n', '        dataset ([`IterableDataset`]):\n', '            The iterable dataset to split by node.\n', '        rank (`int`):\n', '            Rank of the current node.\n', '        world_size (`int`):\n', '            Total number of nodes.\n', '\n', '    Returns:\n', '        [`IterableDataset`]: The iterable dataset to be used on the node at rank `rank`.\n', '    """"""\n']","['DistributedConfig', 'IterableDataset']",2
repos/datasets/src/datasets/iterable_dataset.py:add_column_fn,add_column_fn,function,5,19,18,118,6.21,0,1,"['example', 'idx', 'name', 'column']","[' Dict', ' int', ' str', ' List[Dict]']","[None, None, None, None]",53,[],['ValueError'],1
repos/datasets/src/datasets/iterable_dataset.py:identity_func,identity_func,function,2,2,2,7,3.5,0,0,['x'],[None],[None],34,[],[],0
repos/datasets/src/datasets/iterable_dataset.py:ArrowExamplesIterable,ArrowExamplesIterable,class,34,82,64,1236,15.07,3,0,[],[],[],273,[],[],0
repos/datasets/src/datasets/iterable_dataset.py:BufferShuffledExamplesIterable,BufferShuffledExamplesIterable,class,42,125,93,1392,11.14,2,1,[],[],[],968,[],[],0
repos/datasets/src/datasets/iterable_dataset.py:CyclingMultiSourcesExamplesIterable,CyclingMultiSourcesExamplesIterable,class,32,118,89,1552,13.15,1,4,[],[],[],400,[],[],0
repos/datasets/src/datasets/iterable_dataset.py:DistributedConfig,DistributedConfig,class,2,4,4,23,5.75,0,0,[],[],[],1177,[],[],0
repos/datasets/src/datasets/iterable_dataset.py:ExamplesIterable,ExamplesIterable,class,21,58,49,868,14.97,0,0,[],[],[],227,[],[],0
repos/datasets/src/datasets/iterable_dataset.py:FilteredExamplesIterable,FilteredExamplesIterable,class,76,348,188,3833,11.01,7,16,[],[],[],833,[],[],0
